year,AMD,GME,AAPL,FB,AMC,NOK,PLTR,EXPR,PG
1054,,4.21,76.912498,205.100006,4.6,3.44,,1.59,
1055,,4.13,77.385002,206.809998,4.55,3.42,,1.6,
1056,,4.22,76.927498,210.880005,4.52,3.45,,1.67,
1057,,4.58,78.739998,213.190002,4.72,3.65,,1.81,
1058,,4.44,78.285004,216.880005,4.56,3.69,,1.75,
1059,,4.43,79.807503,229.970001,4.66,3.82,,1.77,
1060,,4.44,79.212502,231.389999,4.63,3.77,,1.91,
1061,,4.18,79.722504,234.910004,4.58,3.85,,1.87,
1062,,4.42,79.182503,232.199997,5.11,3.85,,1.95,
1063,,4.69,79.527496,229.139999,5.6,3.91,,2.08,
1064,,4.33,79.5625,225.460007,5.07,3.92,,2.02,
1065,,4.06,79.485001,225.089996,5.13,3.95,,1.96,
1066,,4.13,80.462502,231.910004,5.31,4.2,,1.86,
1067,,4.18,80.834999,232.720001,5.59,4.31,,2.03,
1068,,4.44,81.279999,230.160004,5.45,4.37,,1.87,
1069,,4.47,80.580002,226.289993,5.38,4.28,,1.89,
1070,,4.14,82.875,230.770004,5.91,4.46,,2.05,
1071,,5.01,83.364998,231.399994,6.45,4.52,,2.55,
1072,,4.96,85.997498,238.669998,5.99,4.42,,2.49,
1073,,5.07,88.209999,236.729996,6.29,4.45,,2.2,
1074,,4.37,83.974998,224.429993,5.17,4.11,,1.88,
1075,,4.72,84.699997,228.580002,5.89,4.2,,1.95,
1076,,4.69,85.747498,232.5,5.8,4.28,,1.86,
1077,,4.64,88.019997,235.649994,5.56,4.34,,1.92,
1078,,4.76,87.897499,235.529999,5.42,4.41,,1.88,
1079,,4.95,87.932503,235.940002,5.63,4.37,,1.85,
1080,,4.88,87.43,238.789993,5.52,4.33,,1.87,
1081,,4.87,89.717499,239.220001,5.33,4.33,,1.82,
1082,,4.83,91.6325,242.240005,5.1,4.33,,1.72,
1083,,4.41,90.014999,234.020004,4.79,4.2,,1.56,
1084,,4.46,91.209999,235.679993,4.27,4.45,,1.53,
1085,,4.35,88.407501,216.080002,4.18,4.34,,1.42,
1086,,4.38,90.445,220.639999,4.42,4.35,,1.51,
1087,,4.34,91.199997,227.070007,4.29,4.4,,1.54,
1088,,4.44,91.027496,237.550003,4.57,4.35,,1.44,
1089,,4.29,91.027496,233.419998,4.53,4.44,,1.42,
1090,,4.24,93.462502,240.279999,4.28,4.6,,1.38,
1091,,4.09,93.172501,240.860001,4.13,4.31,,1.3,
1092,,4.26,95.342499,243.580002,4.43,4.15,,1.4,
1093,,4.21,95.752502,244.5,4.57,4.17,,1.5,
1094,,4.34,95.919998,245.070007,4.6,4.12,,1.53,
1095,,4.26,95.477501,239,4.26,4.18,,1.39,
1096,,4.08,97.057503,239.729996,4.22,4.32,,1.38,
1097,,4.19,97.724998,240.279999,4.5,4.33,,1.42,
1098,,4.17,96.522499,240.929993,4.38,4.24,,1.42,
1099,,3.96,96.327499,242.029999,4.27,4.39,,1.39,
1100,,3.85,98.357498,245.419998,4.15,4.45,,1.33,
1101,,4.01,97,241.75,4.15,4.43,,1.31,
1102,,4.11,97.272499,239.869995,4.03,4.5,,1.27,
1103,,4.11,92.845001,232.600006,4.06,4.37,,1.24,
1104,,4.03,92.614998,230.710007,4,4.3,,1.21,
1105,,4.01,94.809998,233.5,3.87,4.34,,1.15,
1106,,3.94,93.252502,230.119995,4.15,4.28,,1.14,
1107,,4.06,95.040001,233.289993,4.16,4.34,,1.09,
1108,,4.1,96.190002,234.5,4.12,4.45,,1.11,
1109,,4.01,106.260002,253.669998,4.04,4.78,,1.01,
1110,,4.15,108.9375,251.960007,4.11,5.06,,1.02,
1111,,4.43,109.665001,249.830002,4.1,5.1,,1.16,
1112,,4.63,110.0625,249.119995,4.15,5,,1.14,
1113,,4.43,113.902496,265.279999,4.14,5,,1.11,
1114,,4.16,111.112503,268.440002,4.75,4.98,,1.14,
1115,,4.33,112.727501,263,4.47,4.91,,1.23,
1116,,4.35,109.375,256.130005,4.56,4.96,,1.24,
1117,,4.52,113.010002,259.890015,4.64,5.05,,1.19,
1118,,4.64,115.010002,261.299988,5.31,5.06,,1.24,
1119,,4.75,114.907501,261.23999,5.54,5,,1.24,
1120,,4.63,114.607498,261.160004,5.6,5.07,,1.27,
1121,,4.81,115.5625,262.339996,5.35,5.09,,1.21,
1122,,4.72,115.707497,262.589996,5.39,5.04,,1.14,
1123,,4.61,118.275002,269.01001,5.69,5.05,,1.1,
1124,,5.03,124.370003,267.01001,5.19,4.97,,1.05,
1125,,4.87,125.857498,271.390015,5.41,5.03,,1.05,
1126,,4.98,124.824997,280.820007,5.54,5.04,,1.13,
1127,,5.11,126.522499,303.910004,5.6,5.05,,1.08,
1128,,5.25,125.010002,293.220001,6.52,5.01,,1.05,
1129,,5.39,124.807503,293.660004,6.3,4.97,,1.09,
1130,,6.68,129.039993,293.200012,5.88,4.9,,1.11,
1131,,7.65,134.179993,295.440002,6.07,4.73,,1.05,
1132,,7.71,131.399994,302.5,7.04,4.78,,1.04,
1133,,7.82,120.879997,291.119995,6.6,4.53,,1.02,
1134,,7.65,120.959999,282.730011,7.02,4.48,,0.98,
1135,,7.7,112.82,271.160004,6.42,4.1,,0.92,
1136,,7.35,117.32,273.720001,6.26,4.14,,0.92,
1137,,6.23,113.489998,268.089996,5.94,4.1,,0.9,
1138,,6.09,112,266.609985,5.79,4.1,,0.88,
1139,,6.91,115.360001,266.149994,5.54,4.09,,0.97,
1140,,7.09,115.540001,272.420013,5.52,4.16,,0.95,
1141,,8.68,112.129997,263.519989,5.76,4.13,,0.95,
1142,,9.2,110.339996,254.820007,5.72,4.14,,0.97,
1143,,9.47,106.839996,252.529999,5.67,4.09,,0.9,
1144,,8.75,110.080002,248.149994,5.32,3.96,,0.81,
1145,,10.56,111.809998,254.75,5.21,3.98,,0.77,
1146,,10.04,107.120003,249.020004,4.78,3.88,,0.7,
1147,,9.14,108.220001,249.529999,4.61,3.84,,0.71,
1148,,10.02,112.279999,254.820007,4.88,3.78,,0.68,
1149,,10.09,114.959999,256.820007,4.91,3.9,,0.67,
1150,,10.35,114.089996,261.790009,4.86,3.95,,0.61,
1151,,10.2,115.809998,261.899994,4.71,3.91,,0.61,
1152,,9.77,116.790001,266.630005,4.65,3.87,,0.8,
1153,,9.39,113.019997,259.940002,4.65,3.82,,0.82,
1154,,9.46,116.5,264.649994,4.13,3.93,,0.76,
1155,,9.13,113.160004,258.660004,4.06,3.91,,0.66,
1156,,9.36,115.080002,258.119995,4.04,3.9,,0.7,
1157,,13.49,114.970001,263.76001,4.14,3.95,,0.73,
1158,,12.02,116.970001,264.450012,4.05,4.03,,0.75,
1159,,11.8,124.400002,275.75,4.08,4.03,,0.76,
1160,,11.88,121.099998,276.140015,3.54,4.04,,0.72,
1161,,12.25,121.190002,271.820007,2.96,4.08,,0.74,
1162,,13.83,120.709999,266.720001,2.78,4.04,,0.75,
1163,,13.31,119.019997,265.929993,3.04,4.03,,0.75,
1164,,13.91,115.980003,261.399994,3.54,4.18,,0.75,
1165,,13.86,117.510002,267.559998,3.09,4.2,,0.72,
1166,,14.1,116.870003,278.730011,3,4.28,,0.72,
1167,,14.91,115.75,278.119995,3.12,4.27,,0.75,
1168,,15,115.040001,284.790009,2.97,4.3,,0.77,
1169,,13.45,115.050003,277.109985,2.75,4.23,,0.75,
1170,,12.69,116.599998,283.290009,2.79,4.24,,0.71,
1171,,11.82,111.199997,267.670013,2.61,4.05,,0.66,
1172,,11.73,115.32,280.829987,2.52,3.35,,0.63,
1173,,10.47,108.860001,263.109985,2.36,3.37,,0.61,
1174,,10.75,108.769997,261.359985,2.15,3.27,,0.58,
1175,,11.57,110.440002,265.299988,2.34,3.39,,0.6,
1176,,10.91,114.949997,287.380005,2.31,3.4,,0.59,
1177,,11.45,119.029999,294.679993,2.46,3.54,,0.62,
1178,,11.86,118.690002,293.410004,2.49,3.52,,0.62,
1179,,11.49,116.32,278.769989,3.77,3.65,,0.92,
1180,,11.1,115.970001,272.429993,3.51,3.67,,0.93,
1181,,11.75,119.489998,276.480011,3.13,3.75,,0.85,
1182,,11.13,119.209999,275.079987,2.94,3.75,,0.78,
1183,,11.01,119.260002,276.950012,2.97,3.81,,0.77,
1184,,12.06,120.300003,278.959991,3.11,3.9,,0.84,
1185,,11.63,119.389999,275,2.98,3.93,,0.9,
1186,,11.57,118.029999,271.970001,3.26,3.94,,1.02,
1187,,12.46,118.639999,272.940002,3.19,3.89,,1.04,
1188,,12.71,117.339996,269.700012,3.35,3.95,,1.14,
1189,,13.9,113.849998,268.429993,3.81,3.97,,1.39,
1190,,13.67,115.169998,276.920013,4.58,4.07,,1.54,
1191,,14.75,116.029999,275.589996,4.49,4.13,,1.6,
1192,,16.08,116.589996,277.809998,4.45,4.13,,1.59,
1193,,16.559999,119.050003,276.970001,4.27,4.03,,1.52,
1194,,15.8,122.720001,286.549988,4.15,4.06,,1.68,
1195,,16.58,123.080002,287.519989,4.32,4.06,,1.58,
1196,,16.120001,122.940002,281.850006,3.63,4.02,,1.17,
1197,,16.9,122.25,279.700012,3.51,4.03,,1.2,
1198,,16.35,123.75,285.579987,3.56,4.06,,1.1,
1199,,16.940001,124.379997,283.399994,3.98,4.22,,1.13,
1200,,13.66,121.779999,277.920013,3.86,4.19,,1.16,
1201,,14.12,123.239998,277.119995,4.09,4.2,,1.12,
1202,,13.31,122.410004,273.549988,3.92,4.06,,1.07,
1203,,12.72,121.779999,274.190002,3.19,4,,1.04,
1204,,13.85,127.879997,275.549988,2.86,4.1,,1.05,
1205,,13.85,127.809998,275.670013,2.78,3.99,,1.04,
1206,,14.83,128.699997,274.480011,2.85,4.06,,1.06,
1207,,15.63,126.660004,276.399994,2.8,4,,1.16,
1208,,15.53,128.229996,272.790009,2.68,3.9,,1.09,
1209,,19.459999,131.880005,267.089996,2.59,3.88,,1.08,
1210,,20.57,130.960007,268.109985,2.56,3.88,,1.05,
1211,,20.15,131.970001,267.399994,2.51,3.89,,1.04,
1212,,20.99,136.690002,277,2.39,3.9,,1,
1213,,19.379999,134.869995,276.779999,2.29,3.93,,0.91,
1214,,19.26,133.720001,271.869995,2.16,3.89,,0.95,
1215,,18.84,132.690002,273.160004,2.12,3.91,,0.91,
1216,,17.25,129.410004,268.940002,2.01,3.89,,0.93,
1217,,17.370001,131.009995,270.970001,1.98,4.04,,0.96,
1218,,18.360001,126.599998,263.309998,2.01,4.04,,1,
1219,,18.08,130.919998,268.73999,2.05,3.99,,1.02,
1220,,17.690001,132.050003,267.570007,2.14,3.93,,1.04,
1221,,19.940001,128.979996,256.839996,2.2,3.87,,1,
1222,,19.950001,128.800003,251.089996,2.29,4.01,,1.05,
1223,,31.4,130.889999,251.639999,2.18,3.98,,1.03,
1224,,39.91,128.910004,245.639999,2.18,4.09,,1.28,
1225,,35.5,127.139999,251.360001,2.33,4.08,,1.26,
1226,,39.360001,127.830002,261.100006,3.06,4.13,,1.21,
1227,,39.119999,132.029999,267.480011,2.97,4.2,,1.16,
1228,,43.029999,136.869995,272.869995,2.98,4.22,,1.17,
1229,,65.010002,139.070007,274.5,3.51,4.2,,1.79,
1230,,76.790001,142.919998,278.01001,4.42,4.85,,4.15,
1231,,147.979996,143.160004,282.049988,4.96,4.73,,3.04,
1232,,347.51001,142.059998,272.140015,19.9,6.55,,9.55,
1233,,193.600006,137.089996,265,8.63,4.69,,4.7,
1234,,325,131.960007,258.329987,13.26,4.56,,6,
1235,,225,134.139999,262.01001,13.3,4.89,,5,
1236,,90,134.990005,267.079987,7.82,4.53,,3.38,
1237,,92.410004,133.940002,266.649994,8.97,4.7,,3.56,
1238,,53.5,137.389999,266.48999,7.09,4.37,,3.28,
1239,,63.77,136.759995,268.100006,6.83,4.22,,3.14,
1240,,60,136.910004,266.579987,6.18,4.26,,3.01,
1241,,50.310001,136.009995,269.450012,5.5,4.19,,2.85,
1242,,51.200001,135.389999,271.869995,5.8,4.17,,2.96,
1243,,51.099998,135.130005,270.390015,5.61,4.1,,2.82,
1244,,52.400002,135.369995,270.5,5.59,4.17,,2.8,
1245,,49.509998,133.190002,273.970001,5.65,4.13,,2.62,
1246,,45.939999,130.839996,273.570007,5.55,4.11,,2.43,
1247,,40.689999,129.710007,269.390015,5.51,4.12,,2.47,
1248,,40.59,129.869995,261.559998,5.7,4.07,,2.37,
1249,,46,126,260.329987,6.55,3.96,,2.47,
1250,,44.970001,125.860001,265.859985,7.7,3.95,,2.31,
1251,,91.709999,125.349998,264.309998,9.09,4.04,,3.25,
1252,,108.730003,120.989998,254.690002,8.29,4.05,,2.99,
1253,,101.739998,121.260002,257.619995,8.01,3.92,,2.69,
1254,,120.400002,127.790001,264.910004,9.18,4.04,,2.82,
1255,,118.18,125.120003,259,8.93,4.04,,2.65,
1256,,124.18,122.059998,255.410004,8.58,3.98,,2.55,
1257,,132.350006,120.129997,257.640015,8.03,3.82,,2.51,
1258,,137.740005,121.419998,264.279999,8.05,3.88,,2.46,
